,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
7008,25-29,Male,Spain,Bachelor’s degree,Other,< 1 years,"40,000-49,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
7010,45-49,Male,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,< 1 years,"70,000-79,999",Coursera,Python;Coursera
7011,50-54,Female,India,Master’s degree,Other,< 1 years,"50,000-59,999",Coursera,Python;Java;MATLAB;Coursera
7012,55-59,Male,United States of America,Doctoral degree,Data Scientist,20+ years,"150,000-199,999",Coursera;Fast.ai,Python;Coursera;Fast.ai
7013,22-24,Female,India,Master’s degree,Data Analyst,< 1 years,$0-999,Udemy,R;Udemy
7014,22-24,Male,India,Bachelor’s degree,Software Engineer,< 1 years,"4,000-4,999",None,Python;SQL;C;C++;Javascript;None
7015,30-34,Male,Italy,No formal education past high school,Product/Project Manager,3-5 years,"60,000-69,999",Coursera,Python;Java;Javascript;Coursera
7016,40-44,Female,India,Master’s degree,Data Scientist,1-2 years,"5,000-7,499",Udacity;DataCamp;Udemy;University Courses (resulting in a university degree),Python;Udacity;DataCamp;Udemy;University Courses (resulting in a university degree)
7017,35-39,Female,United States of America,Master’s degree,DBA/Database Engineer,< 1 years,"90,000-99,999",Coursera;LinkedIn Learning,SQL;Coursera;LinkedIn Learning
7018,22-24,Male,Spain,Master’s degree,Product/Project Manager,< 1 years,"30,000-39,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;SQL;Javascript;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
7019,35-39,Male,United States of America,Doctoral degree,Product/Project Manager,5-10 years,"125,000-149,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
7020,60-69,Male,Italy,Master’s degree,Other,5-10 years,"125,000-149,999",DataCamp,Python;R;DataCamp
7021,25-29,Male,India,Bachelor’s degree,Software Engineer,5-10 years,"15,000-19,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Java;Javascript;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
7022,40-44,Male,Republic of Korea,Doctoral degree,Software Engineer,10-20 years,"7,500-9,999",University Courses (resulting in a university degree),Python;C;C++;MATLAB;University Courses (resulting in a university degree)
7023,25-29,Male,India,Master’s degree,Data Scientist,1-2 years,$0-999,,Python;
7024,25-29,Female,United States of America,Bachelor’s degree,Data Scientist,5-10 years,"150,000-199,999",Coursera;edX,Python;R;SQL;Coursera;edX
7025,35-39,Male,United States of America,Professional degree,Research Scientist,1-2 years,"150,000-199,999",edX,Python;SQL;edX
7026,25-29,Male,China,Master’s degree,Research Scientist,1-2 years,"15,000-19,999",None,Python;None
7027,22-24,Male,Nigeria,Bachelor’s degree,Software Engineer,< 1 years,$0-999,Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Javascript;Udacity;Coursera;Kaggle Courses (i.e. Kaggle Learn)
7028,30-34,Male,United States of America,Master’s degree,Software Engineer,10-20 years,"125,000-149,999",Coursera;edX;University Courses (resulting in a university degree),Python;SQL;C;Java;Javascript;Bash;Other;Coursera;edX;University Courses (resulting in a university degree)
7029,30-34,Male,Poland,Bachelor’s degree,Software Engineer,5-10 years,"40,000-49,999",Udacity;Coursera;Udemy,SQL;Bash;Other;Udacity;Coursera;Udemy
7030,25-29,Male,Belarus,Bachelor’s degree,Software Engineer,I have never written code,"15,000-19,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
7032,22-24,Female,Brazil,Bachelor’s degree,Business Analyst,1-2 years,"5,000-7,499",Udacity;Coursera;DataCamp;Udemy,R;SQL;Udacity;Coursera;DataCamp;Udemy
7033,40-44,Female,Taiwan,Doctoral degree,Research Scientist,5-10 years,"3,000-3,999",DataCamp;DataQuest,Python;C;C++;MATLAB;DataCamp;DataQuest
7034,22-24,Male,Taiwan,Master’s degree,Data Scientist,5-10 years,"50,000-59,999",University Courses (resulting in a university degree),Python;SQL;Bash;University Courses (resulting in a university degree)
7035,22-24,Male,Hungary,Doctoral degree,Research Scientist,1-2 years,"20,000-24,999",edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
7036,40-44,Male,Other,Master’s degree,Data Scientist,1-2 years,"10,000-14,999",Coursera;DataCamp;Udemy,Python;SQL;Javascript;Coursera;DataCamp;Udemy
7038,25-29,Male,United States of America,Master’s degree,Data Scientist,3-5 years,"100,000-124,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;SQL;Javascript;Bash;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
7039,45-49,Female,Greece,Doctoral degree,Research Scientist,5-10 years,"10,000-14,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
7041,30-34,Male,Sweden,Doctoral degree,Data Scientist,5-10 years,"80,000-89,999",,Python;SQL;Bash;
7043,30-34,Male,Japan,Some college/university study without earning a bachelor’s degree,Other,< 1 years,"7,500-9,999",Udemy,Python;Udemy
7044,50-54,Male,Ukraine,Doctoral degree,Research Scientist,20+ years,"1,000-1,999",Coursera;edX,Python;C++;MATLAB;Coursera;edX
7045,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,"30,000-39,999",,Python;SQL;
7047,30-34,Prefer not to say,Other,Master’s degree,Research Scientist,1-2 years,"40,000-49,999",Coursera;University Courses (resulting in a university degree),Python;Javascript;TypeScript;Coursera;University Courses (resulting in a university degree)
7049,30-34,Male,Denmark,Master’s degree,Other,5-10 years,"100,000-124,999",Coursera;edX;DataQuest;Fast.ai;University Courses (resulting in a university degree),Python;SQL;Bash;Coursera;edX;DataQuest;Fast.ai;University Courses (resulting in a university degree)
7050,45-49,Male,Ireland,Doctoral degree,Data Scientist,10-20 years,"50,000-59,999",None,R;C;None
7051,25-29,Male,United States of America,Master’s degree,Statistician,5-10 years,"125,000-149,999",Coursera;University Courses (resulting in a university degree),Python;R;MATLAB;Coursera;University Courses (resulting in a university degree)
7052,30-34,Female,Brazil,Doctoral degree,Data Scientist,5-10 years,"25,000-29,999",Udacity,Python;Java;Udacity
7054,25-29,Male,United States of America,Master’s degree,Data Scientist,3-5 years,"70,000-79,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree),Python;R;SQL;Javascript;Other;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;University Courses (resulting in a university degree)
7055,30-34,Male,Other,Master’s degree,Data Analyst,5-10 years,"5,000-7,499",Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;R;SQL;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
7057,30-34,Male,United States of America,Master’s degree,Data Analyst,3-5 years,"80,000-89,999",Udacity;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;SQL;Java;Javascript;Udacity;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
7058,35-39,Male,Hong Kong (S.A.R.),Doctoral degree,Other,< 1 years,"100,000-124,999",Coursera;edX,MATLAB;Coursera;edX
7060,18-21,Male,India,Master’s degree,Data Analyst,< 1 years,$0-999,Kaggle Courses (i.e. Kaggle Learn),Python;Kaggle Courses (i.e. Kaggle Learn)
7061,30-34,Male,Austria,Master’s degree,Research Scientist,5-10 years,"20,000-24,999",,Python;Javascript;
7062,25-29,Male,India,Master’s degree,Data Scientist,< 1 years,"4,000-4,999",Coursera,Python;Java;Coursera
7063,30-34,Male,Brazil,Master’s degree,Data Scientist,3-5 years,"15,000-19,999",Udacity;Coursera;DataCamp,Python;SQL;Bash;Udacity;Coursera;DataCamp
7064,45-49,Male,Other,Master’s degree,Data Scientist,1-2 years,"5,000-7,499",edX;DataCamp,Python;R;SQL;edX;DataCamp
7065,22-24,Male,Czech Republic,Bachelor’s degree,Data Scientist,< 1 years,$0-999,Coursera;DataCamp,Python;Coursera;DataCamp
7066,40-44,Male,Portugal,Doctoral degree,Research Scientist,10-20 years,"40,000-49,999",Coursera;edX;Fast.ai,Python;SQL;Bash;Coursera;edX;Fast.ai
7067,40-44,Female,Portugal,Doctoral degree,Research Scientist,5-10 years,"15,000-19,999",Coursera,Python;MATLAB;Other;Coursera
7069,18-21,Male,Pakistan,Master’s degree,Data Scientist,< 1 years,$0-999,DataCamp,Python;DataCamp
7071,25-29,Female,India,Master’s degree,Other,1-2 years,"5,000-7,499",,Python;MATLAB;
7072,45-49,Male,Nigeria,Master’s degree,Data Analyst,I have never written code,"7,500-9,999",,
7073,22-24,Male,India,Bachelor’s degree,Other,1-2 years,"4,000-4,999",edX;DataQuest;Udemy,Python;SQL;edX;DataQuest;Udemy
7075,25-29,Male,Other,I prefer not to answer,Data Analyst,< 1 years,"10,000-14,999",Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;Kaggle Courses (i.e. Kaggle Learn);Udemy
7076,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10-20 years,"100,000-124,999",Coursera;DataCamp,Python;R;SQL;Bash;Coursera;DataCamp
7077,18-21,Male,Germany,Bachelor’s degree,Data Scientist,1-2 years,"50,000-59,999",Coursera;Fast.ai;Udemy;University Courses (resulting in a university degree),Python;SQL;Java;Javascript;Bash;Coursera;Fast.ai;Udemy;University Courses (resulting in a university degree)
7078,45-49,Male,Poland,Master’s degree,Data Engineer,5-10 years,"30,000-39,999",Coursera;edX,R;SQL;Coursera;edX
7079,55-59,Male,United States of America,Bachelor’s degree,Software Engineer,3-5 years,"100,000-124,999",Udemy,Python;SQL;Javascript;Udemy
7080,35-39,Male,United States of America,Doctoral degree,Research Scientist,5-10 years,"125,000-149,999",Coursera,Python;R;SQL;Bash;Other;Coursera
7081,40-44,Male,United States of America,Master’s degree,Data Scientist,10-20 years,"200,000-249,999",Coursera;edX,Python;R;Bash;Other;Coursera;edX
7082,30-34,Male,Germany,Master’s degree,Data Analyst,3-5 years,"40,000-49,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
7084,40-44,Male,Other,Master’s degree,Software Engineer,3-5 years,"40,000-49,999",Coursera,R;SQL;Javascript;Other;Coursera
7085,30-34,Male,Other,Master’s degree,Software Engineer,5-10 years,"10,000-14,999",Udacity;Coursera;edX;Fast.ai;Udemy,Python;Javascript;Bash;Udacity;Coursera;edX;Fast.ai;Udemy
7086,30-34,Male,India,Bachelor’s degree,Data Engineer,5-10 years,"15,000-19,999",,Python;R;SQL;
7087,18-21,Male,India,Bachelor’s degree,Data Scientist,1-2 years,"4,000-4,999",Coursera;DataCamp;Udemy,Python;SQL;C++;Coursera;DataCamp;Udemy
7088,35-39,Male,United States of America,Master’s degree,Software Engineer,3-5 years,"100,000-124,999",Coursera;Fast.ai,Python;C;C++;Coursera;Fast.ai
7089,22-24,Male,Indonesia,Master’s degree,Data Engineer,1-2 years,$0-999,DataCamp;DataQuest;University Courses (resulting in a university degree),R;C;MATLAB;DataCamp;DataQuest;University Courses (resulting in a university degree)
7092,40-44,Male,Other,Doctoral degree,Data Analyst,3-5 years,"70,000-79,999",Coursera;University Courses (resulting in a university degree),Python;R;SQL;Coursera;University Courses (resulting in a university degree)
7093,40-44,Male,India,Bachelor’s degree,Other,1-2 years,$0-999,Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Java;Kaggle Courses (i.e. Kaggle Learn)
7095,22-24,Male,India,Bachelor’s degree,Software Engineer,1-2 years,"15,000-19,999",edX;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy
7097,40-44,Male,United States of America,Bachelor’s degree,Product/Project Manager,< 1 years,"80,000-89,999",Coursera,Python;Coursera
7098,35-39,Male,United States of America,Doctoral degree,Research Scientist,5-10 years,"7,500-9,999",University Courses (resulting in a university degree),Python;Java;University Courses (resulting in a university degree)
7101,45-49,Male,India,Doctoral degree,Research Scientist,3-5 years,"2,000-2,999",Coursera;edX;Udemy,Python;Coursera;edX;Udemy
7102,22-24,Male,Canada,Bachelor’s degree,Other,1-2 years,"50,000-59,999",Coursera;edX;DataCamp,Python;Coursera;edX;DataCamp
7103,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,3-5 years,"50,000-59,999",University Courses (resulting in a university degree),Python;SQL;University Courses (resulting in a university degree)
7104,35-39,Male,India,Bachelor’s degree,Software Engineer,5-10 years,"90,000-99,999",,Python;SQL;Java;
7105,35-39,Male,India,Master’s degree,Product/Project Manager,1-2 years,"40,000-49,999",Coursera,SQL;Coursera
7106,70+,Male,United States of America,Master’s degree,Business Analyst,20+ years,"20,000-24,999",None,Other;None
7107,22-24,Female,Belarus,Bachelor’s degree,Data Engineer,< 1 years,"5,000-7,499",Coursera;DataCamp,Python;SQL;Javascript;Coursera;DataCamp
7109,25-29,Male,Other,Bachelor’s degree,Software Engineer,< 1 years,"15,000-19,999",Udacity;Kaggle Courses (i.e. Kaggle Learn);Fast.ai,Python;Other;Udacity;Kaggle Courses (i.e. Kaggle Learn);Fast.ai
7110,30-34,Male,India,Bachelor’s degree,Data Scientist,5-10 years,"40,000-49,999",Coursera;Fast.ai,Python;R;SQL;Coursera;Fast.ai
7111,40-44,Female,India,Master’s degree,Product/Project Manager,5-10 years,"4,000-4,999",,Python;
7112,30-34,Male,Spain,Doctoral degree,Research Scientist,10-20 years,"30,000-39,999",DataCamp;Kaggle Courses (i.e. Kaggle Learn),Python;R;Bash;MATLAB;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
7114,25-29,Male,India,Master’s degree,Research Scientist,3-5 years,"15,000-19,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Udemy
7115,22-24,Male,France,Master’s degree,Software Engineer,< 1 years,"30,000-39,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
7119,55-59,Male,Italy,Master’s degree,Other,< 1 years,"150,000-199,999",Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn),Python;Udacity;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn)
7120,22-24,Male,India,Master’s degree,Research Scientist,3-5 years,"15,000-19,999",Udacity;Coursera;Fast.ai,Python;C++;Javascript;TypeScript;Bash;Udacity;Coursera;Fast.ai
7122,50-54,Female,United States of America,Master’s degree,Data Scientist,20+ years,"100,000-124,999",None,Python;SQL;None
7123,50-54,Male,Denmark,Doctoral degree,DBA/Database Engineer,20+ years,"100,000-124,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;Java;Javascript;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn)
7125,40-44,Male,Singapore,Master’s degree,Other,10-20 years,"250,000-299,999",Coursera,Python;R;C++;Coursera
7127,45-49,Male,India,Master’s degree,Product/Project Manager,1-2 years,"125,000-149,999",Coursera,Python;C;Javascript;Coursera
7128,40-44,Male,Turkey,Doctoral degree,Product/Project Manager,5-10 years,"10,000-14,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;SQL;Javascript;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy
7129,30-34,Male,India,Master’s degree,Software Engineer,1-2 years,"25,000-29,999",University Courses (resulting in a university degree),Python;R;University Courses (resulting in a university degree)
7130,30-34,Male,Other,Master’s degree,Data Scientist,< 1 years,"40,000-49,999",Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Java;Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn)
7131,40-44,Male,Canada,Professional degree,Data Engineer,10-20 years,"80,000-89,999",,Python;SQL;
7132,40-44,Male,Russia,Bachelor’s degree,Data Scientist,3-5 years,"40,000-49,999",Coursera;Fast.ai,Python;Coursera;Fast.ai
7135,25-29,Male,India,Bachelor’s degree,Data Engineer,3-5 years,$0-999,Coursera,Bash;Coursera
7136,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10-20 years,"90,000-99,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn),R;SQL;Bash;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn)
7137,22-24,Female,Viet Nam,Master’s degree,Data Analyst,< 1 years,$0-999,Coursera;DataCamp,SQL;Coursera;DataCamp
7138,30-34,Male,Colombia,Master’s degree,Data Scientist,3-5 years,"15,000-19,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
7139,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,3-5 years,"30,000-39,999",Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning;University Courses (resulting in a university degree),Python;SQL;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);LinkedIn Learning;University Courses (resulting in a university degree)
7141,30-34,Male,Spain,Master’s degree,Data Scientist,5-10 years,"30,000-39,999",Coursera;Udemy,Python;SQL;Coursera;Udemy
7142,30-34,Male,Brazil,Master’s degree,Software Engineer,1-2 years,"25,000-29,999",Udacity;Coursera;edX,Python;SQL;C++;Javascript;Bash;Udacity;Coursera;edX
7144,30-34,Male,Canada,Doctoral degree,Data Scientist,10-20 years,"100,000-124,999",Udacity;Coursera;edX;Fast.ai,Python;SQL;Bash;Udacity;Coursera;edX;Fast.ai
7145,25-29,Male,Poland,Doctoral degree,Software Engineer,3-5 years,"40,000-49,999",None,Python;R;Java;Bash;None
7146,30-34,Male,United States of America,Doctoral degree,Research Scientist,10-20 years,"150,000-199,999",Udacity;Coursera;edX;DataCamp;University Courses (resulting in a university degree),R;Other;Udacity;Coursera;edX;DataCamp;University Courses (resulting in a university degree)
7147,35-39,Male,United States of America,Bachelor’s degree,Product/Project Manager,5-10 years,"150,000-199,999",Kaggle Courses (i.e. Kaggle Learn),Python;SQL;Kaggle Courses (i.e. Kaggle Learn)
7149,70+,Male,Bangladesh,Doctoral degree,Research Scientist,< 1 years,$0-999,Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),Python;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
7150,40-44,Male,Brazil,Master’s degree,Other,1-2 years,"50,000-59,999",Udacity;Coursera;Udemy,Python;C;C++;MATLAB;Udacity;Coursera;Udemy
7151,50-54,Female,India,Doctoral degree,Data Scientist,5-10 years,$0-999,Coursera;Fast.ai;Udemy;University Courses (resulting in a university degree),Python;R;SQL;Bash;Coursera;Fast.ai;Udemy;University Courses (resulting in a university degree)
7152,25-29,Female,Egypt,Doctoral degree,Research Scientist,I have never written code,"10,000-14,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
7154,25-29,Male,India,Master’s degree,Business Analyst,1-2 years,"20,000-24,999",Udacity;Udemy,Python;SQL;Udacity;Udemy
7156,30-34,Male,Brazil,Professional degree,Software Engineer,10-20 years,"> $500,000",Udacity,Python;Udacity
7157,30-34,Male,United States of America,Master’s degree,Data Scientist,5-10 years,"125,000-149,999",Coursera;edX;DataQuest;Udemy,Python;SQL;Bash;Coursera;edX;DataQuest;Udemy
7159,30-34,Male,India,Master’s degree,Data Analyst,I have never written code,"3,000-3,999",,
7162,60-69,Male,United States of America,Doctoral degree,Research Scientist,20+ years,"80,000-89,999",University Courses (resulting in a university degree),R;University Courses (resulting in a university degree)
7163,30-34,Male,Chile,Some college/university study without earning a bachelor’s degree,Data Engineer,3-5 years,"15,000-19,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;SQL;Bash;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
7164,25-29,Male,Norway,Doctoral degree,Other,3-5 years,"40,000-49,999",None,R;None
7165,30-34,Male,United States of America,Master’s degree,Software Engineer,5-10 years,"150,000-199,999",Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree),SQL;Javascript;Other;Udacity;Coursera;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);University Courses (resulting in a university degree)
7166,30-34,Male,India,Bachelor’s degree,Software Engineer,< 1 years,"15,000-19,999",DataCamp;Udemy,SQL;Java;DataCamp;Udemy
7167,22-24,Male,Japan,Bachelor’s degree,Data Scientist,3-5 years,"30,000-39,999",Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;SQL;Kaggle Courses (i.e. Kaggle Learn);Udemy
7168,18-21,Male,India,Bachelor’s degree,Data Scientist,1-2 years,$0-999,Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),Python;R;SQL;MATLAB;Udacity;Coursera;edX;DataCamp;DataQuest;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
7169,25-29,Male,Nigeria,Bachelor’s degree,Data Scientist,< 1 years,"10,000-14,999",Coursera;DataCamp,Python;SQL;Coursera;DataCamp
7170,35-39,Male,Germany,Master’s degree,Data Scientist,3-5 years,"80,000-89,999",Coursera,Python;SQL;Coursera
7172,25-29,Male,Russia,Master’s degree,Data Scientist,5-10 years,"50,000-59,999",Coursera;University Courses (resulting in a university degree),Python;R;SQL;Bash;Coursera;University Courses (resulting in a university degree)
7175,45-49,Male,Austria,Master’s degree,Data Scientist,10-20 years,"80,000-89,999",Coursera;Kaggle Courses (i.e. Kaggle Learn),Python;R;SQL;Coursera;Kaggle Courses (i.e. Kaggle Learn)
7177,60-69,Female,United States of America,Bachelor’s degree,Data Analyst,20+ years,"90,000-99,999",Coursera;edX,Python;R;SQL;Coursera;edX
7178,35-39,Female,Canada,Doctoral degree,Research Scientist,< 1 years,"1,000-1,999",University Courses (resulting in a university degree),Python;Java;University Courses (resulting in a university degree)
7179,45-49,Male,United States of America,Master’s degree,Software Engineer,1-2 years,"250,000-299,999",Coursera;edX;Udemy,Python;R;SQL;C;C++;Java;Bash;Coursera;edX;Udemy
7180,40-44,Male,Poland,Master’s degree,Other,< 1 years,"60,000-69,999",Udacity;Coursera;Udemy,Python;Udacity;Coursera;Udemy
7181,18-21,Male,India,Bachelor’s degree,Data Scientist,1-2 years,$0-999,Coursera;Udemy;LinkedIn Learning,C;Java;Javascript;Coursera;Udemy;LinkedIn Learning
7182,40-44,Male,India,Bachelor’s degree,Product/Project Manager,10-20 years,"50,000-59,999",Udemy,Python;R;Java;Udemy
7184,40-44,Male,United States of America,Doctoral degree,Statistician,10-20 years,"50,000-59,999",Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;LinkedIn Learning,Python;R;MATLAB;Coursera;edX;Kaggle Courses (i.e. Kaggle Learn);Fast.ai;Udemy;LinkedIn Learning
7186,30-34,Female,Germany,Master’s degree,Software Engineer,1-2 years,"5,000-7,499",Coursera,C;Coursera
7187,25-29,Male,South Korea,Doctoral degree,Data Analyst,3-5 years,$0-999,,Python;R;
7188,25-29,Male,India,Master’s degree,Other,1-2 years,"2,000-2,999",Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;R;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
7189,30-34,Male,Other,Master’s degree,Data Engineer,10-20 years,"40,000-49,999",edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree),Python;R;SQL;Other;edX;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy;University Courses (resulting in a university degree)
7192,25-29,Female,United States of America,Master’s degree,Data Analyst,1-2 years,"70,000-79,999",DataCamp;DataQuest;Udemy,Python;SQL;DataCamp;DataQuest;Udemy
7196,55-59,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Statistician,20+ years,"150,000-199,999",Udacity;Coursera;Udemy,Python;R;SQL;Javascript;Bash;Other;Udacity;Coursera;Udemy
7197,18-21,Female,Other,Bachelor’s degree,Data Scientist,3-5 years,$0-999,Udacity;University Courses (resulting in a university degree),Python;SQL;Javascript;Udacity;University Courses (resulting in a university degree)
7199,45-49,Male,Chile,Master’s degree,Data Scientist,1-2 years,"100,000-124,999",DataCamp;LinkedIn Learning;University Courses (resulting in a university degree),Python;R;DataCamp;LinkedIn Learning;University Courses (resulting in a university degree)
7200,45-49,Male,United States of America,Doctoral degree,Other,10-20 years,"> $500,000",Coursera;edX;University Courses (resulting in a university degree),Python;R;SQL;C;C++;Java;Bash;MATLAB;Coursera;edX;University Courses (resulting in a university degree)
7201,22-24,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,3-5 years,"30,000-39,999",None,Python;SQL;None
7202,35-39,Male,Other,Master’s degree,Product/Project Manager,10-20 years,"40,000-49,999",Coursera;University Courses (resulting in a university degree),Python;SQL;Coursera;University Courses (resulting in a university degree)
7204,50-54,Male,Belgium,Master’s degree,Software Engineer,1-2 years,"125,000-149,999",Coursera,Python;SQL;Java;Javascript;TypeScript;Coursera
7205,30-34,Male,France,Master’s degree,Data Scientist,10-20 years,"80,000-89,999",,Python;R;SQL;Bash;Other;
7206,35-39,Male,United States of America,Master’s degree,Data Scientist,5-10 years,"125,000-149,999",DataCamp;Udemy,Python;SQL;DataCamp;Udemy
7207,25-29,Male,United States of America,Master’s degree,Data Analyst,5-10 years,"80,000-89,999",edX;DataCamp;University Courses (resulting in a university degree),R;SQL;edX;DataCamp;University Courses (resulting in a university degree)
7209,25-29,Male,Canada,Bachelor’s degree,Data Analyst,3-5 years,"60,000-69,999",DataCamp,Python;R;DataCamp
7210,25-29,Male,India,Master’s degree,Data Scientist,3-5 years,"10,000-14,999",Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy,Python;Udacity;Coursera;DataCamp;Kaggle Courses (i.e. Kaggle Learn);Udemy
7211,22-24,Male,United States of America,Bachelor’s degree,Software Engineer,1-2 years,"100,000-124,999",Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning,Python;SQL;Java;Javascript;TypeScript;Bash;Coursera;Kaggle Courses (i.e. Kaggle Learn);Udemy;LinkedIn Learning
7212,25-29,Male,Other,Master’s degree,Other,1-2 years,"10,000-14,999",DataCamp;Udemy;University Courses (resulting in a university degree),Python;C;MATLAB;DataCamp;Udemy;University Courses (resulting in a university degree)
