Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
52.0,Male,Ireland,Bachelor’s degree,Data Scientist,10.0,112499.5
27.0,Male,Brazil,Bachelor’s degree,Other,2.0,64999.5
37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
27.0,Male,India,Master’s degree,Research Scientist,2.0,1499.5
32.0,Male,Turkey,Master’s degree,Data Scientist,5.0,34999.5
42.0,Male,France,Master’s degree,Data Engineer,10.0,84999.5
27.0,Male,Philippines,Master’s degree,Data Scientist,2.0,6249.5
64.5,Male,Brazil,Doctoral degree,Business Analyst,2.0,22499.5
27.0,Male,United States of America,Master’s degree,Product/Project Manager,2.0,174999.5
27.0,Male,India,Master’s degree,Data Analyst,5.0,12499.5
47.0,Male,Japan,Bachelor’s degree,Other,10.0,12499.5
32.0,Female,Other,Master’s degree,Product/Project Manager,2.0,12499.5
37.0,Prefer not to say,India,Master’s degree,Other,20.0,12499.5
32.0,Male,India,Bachelor’s degree,Data Scientist,10.0,44999.5
32.0,Female,Germany,Bachelor’s degree,Other,0.0,94999.5
27.0,Male,Germany,Master’s degree,Data Scientist,5.0,74999.5
64.5,Male,Canada,Bachelor’s degree,Data Analyst,2.0,74999.5
27.0,Male,Brazil,Master’s degree,Software Engineer,5.0,12499.5
27.0,Male,India,Bachelor’s degree,Data Engineer,2.0,1499.5
32.0,Male,United States of America,Bachelor’s degree,Data Engineer,10.0,112499.5
27.0,Male,Colombia,Master’s degree,Data Scientist,5.0,1499.5
32.0,Male,India,Bachelor’s degree,Software Engineer,5.0,22499.5
27.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,137499.5
23.0,Male,Canada,Master’s degree,Software Engineer,2.0,3499.5
27.0,Male,South Africa,Master’s degree,Data Scientist,10.0,44999.5
23.0,Male,India,I prefer not to answer,Data Scientist,0.0,6249.5
47.0,Male,Italy,No formal education past high school,Other,0.0,27499.5
27.0,Male,India,Bachelor’s degree,Software Engineer,5.0,1499.5
37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,27499.5
23.0,Male,Germany,Master’s degree,Research Scientist,2.0,12499.5
32.0,Male,United States of America,Master’s degree,Other,2.0,137499.5
27.0,Male,India,Bachelor’s degree,Software Engineer,5.0,12499.5
32.0,Male,United States of America,Master’s degree,Software Engineer,2.0,137499.5
32.0,Male,Spain,Master’s degree,Product/Project Manager,2.0,74999.5
47.0,Male,Brazil,Master’s degree,Software Engineer,20.0,44999.5
32.0,Male,India,Master’s degree,Data Scientist,10.0,22499.5
37.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,20.0,174999.5
23.0,Male,France,Master’s degree,Statistician,2.0,1499.5
27.0,Male,Pakistan,Master’s degree,Software Engineer,0.0,4499.5
23.0,Male,Other,Some college/university study without earning a bachelor’s degree,Statistician,5.0,1499.5
27.0,Male,United States of America,Master’s degree,Research Scientist,10.0,22499.5
32.0,Male,India,Bachelor’s degree,Other,2.0,12499.5
42.0,Male,India,Professional degree,Other,5.0,22499.5
27.0,Male,Netherlands,Master’s degree,Other,2.0,34999.5
37.0,Female,United States of America,Doctoral degree,Research Scientist,10.0,22499.5
32.0,Male,Netherlands,Master’s degree,Data Scientist,10.0,174999.5
37.0,Male,Other,Bachelor’s degree,Software Engineer,0.0,12499.5
52.0,Male,Other,Some college/university study without earning a bachelor’s degree,Other,2.0,2499.5
57.0,Male,Brazil,Doctoral degree,Data Scientist,10.0,137499.5
27.0,Male,India,Master’s degree,Software Engineer,2.0,8749.5
32.0,Male,Chile,Master’s degree,Data Analyst,10.0,34999.5
27.0,Male,Germany,Doctoral degree,Research Scientist,10.0,54999.5
42.0,Male,United States of America,Master’s degree,Other,20.0,12499.5
27.0,Male,France,Doctoral degree,Research Scientist,5.0,44999.5
32.0,Female,Canada,Master’s degree,Data Scientist,10.0,64999.5
23.0,Female,Tunisia,Master’s degree,Data Scientist,2.0,2499.5
23.0,Male,Thailand,Master’s degree,Data Analyst,2.0,12499.5
27.0,Male,United States of America,Bachelor’s degree,Data Scientist,2.0,112499.5
27.0,Male,Romania,Master’s degree,Research Scientist,5.0,27499.5
47.0,Male,Portugal,Master’s degree,Data Scientist,20.0,54999.5
42.0,Male,Brazil,Master’s degree,Other,5.0,17499.5
32.0,Male,India,Master’s degree,Software Engineer,10.0,137499.5
27.0,Male,India,Master’s degree,Data Scientist,2.0,6249.5
42.0,Male,United States of America,Master’s degree,Data Scientist,5.0,174999.5
32.0,Male,India,Doctoral degree,Data Scientist,10.0,34999.5
52.0,Male,Argentina,Professional degree,Research Scientist,20.0,12499.5
27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
27.0,Male,India,Bachelor’s degree,Data Scientist,2.0,22499.5
23.0,Male,India,Bachelor’s degree,DBA/Database Engineer,2.0,6249.5
32.0,Male,Ukraine,Doctoral degree,Product/Project Manager,5.0,112499.5
27.0,Male,Turkey,Master’s degree,Software Engineer,5.0,12499.5
52.0,Male,United States of America,Master’s degree,Software Engineer,5.0,54999.5
37.0,Male,United States of America,Bachelor’s degree,Software Engineer,5.0,174999.5
19.5,Female,India,Master’s degree,Data Scientist,2.0,22499.5
23.0,Male,Poland,Master’s degree,Research Scientist,5.0,34999.5
32.0,Male,India,Master’s degree,Data Scientist,20.0,400000.0
42.0,Male,Brazil,Doctoral degree,Research Scientist,20.0,44999.5
32.0,Male,Other,Bachelor’s degree,Statistician,5.0,22499.5
32.0,Male,Other,Master’s degree,Statistician,2.0,12499.5
47.0,Female,Indonesia,Doctoral degree,Research Scientist,20.0,3499.5
32.0,Female,United States of America,Bachelor’s degree,Data Scientist,10.0,94999.5
57.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,224999.5
52.0,Male,Israel,Master’s degree,Product/Project Manager,2.0,94999.5
57.0,Male,United States of America,Doctoral degree,Research Scientist,20.0,137499.5
27.0,Male,India,Bachelor’s degree,Data Engineer,2.0,6249.5
42.0,Male,United States of America,Master’s degree,Software Engineer,20.0,224999.5
32.0,Female,Brazil,Doctoral degree,Other,10.0,34999.5
47.0,Male,Brazil,Doctoral degree,Other,5.0,64999.5
32.0,Male,India,Bachelor’s degree,Product/Project Manager,10.0,44999.5
47.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,20.0,137499.5
23.0,Male,Other,Master’s degree,Data Scientist,2.0,12499.5
23.0,Male,Pakistan,Bachelor’s degree,Software Engineer,5.0,2499.5
42.0,Male,United States of America,Master’s degree,Data Engineer,10.0,94999.5
19.5,Female,Indonesia,Bachelor’s degree,Data Scientist,5.0,12499.5
47.0,Male,Brazil,Doctoral degree,Product/Project Manager,2.0,1499.5
42.0,Male,Brazil,Master’s degree,Data Scientist,20.0,112499.5
42.0,Male,Poland,Doctoral degree,Research Scientist,20.0,12499.5
27.0,Male,Poland,Doctoral degree,Other,10.0,54999.5
32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,84999.5
47.0,Male,Italy,Master’s degree,Other,2.0,112499.5
32.0,Male,Greece,Master’s degree,Statistician,10.0,34999.5
47.0,Male,Sweden,Some college/university study without earning a bachelor’s degree,Software Engineer,5.0,64999.5
32.0,Male,Other,Master’s degree,Data Scientist,2.0,12499.5
37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,112499.5
37.0,Male,Brazil,Master’s degree,Data Scientist,2.0,1499.5
23.0,Male,India,Master’s degree,Software Engineer,2.0,6249.5
23.0,Male,United States of America,Bachelor’s degree,Software Engineer,5.0,224999.5
52.0,Male,United States of America,Master’s degree,Business Analyst,20.0,74999.5
52.0,Male,United States of America,Master’s degree,Business Analyst,5.0,34999.5
42.0,Male,United States of America,Bachelor’s degree,Other,5.0,174999.5
42.0,Male,Sweden,Doctoral degree,Data Engineer,10.0,54999.5
42.0,Male,Poland,Master’s degree,Other,2.0,64999.5
27.0,Male,United States of America,Master’s degree,Other,5.0,74999.5
42.0,Male,Brazil,Master’s degree,Product/Project Manager,2.0,34999.5
32.0,Male,United States of America,Master’s degree,Other,2.0,112499.5
37.0,Female,Other,Doctoral degree,Data Analyst,10.0,4499.5
27.0,Male,Spain,Master’s degree,Other,5.0,27499.5
32.0,Female,United States of America,Master’s degree,Other,10.0,74999.5
42.0,Male,France,Doctoral degree,Data Scientist,10.0,74999.5
32.0,Male,France,Master’s degree,Software Engineer,0.0,54999.5
27.0,Male,United States of America,Master’s degree,Data Scientist,2.0,84999.5
19.5,Male,India,Bachelor’s degree,Data Engineer,2.0,22499.5
27.0,Male,Other,Bachelor’s degree,Data Analyst,5.0,34999.5
32.0,Male,Nigeria,Master’s degree,Data Analyst,2.0,3499.5
32.0,Male,United States of America,Master’s degree,Software Engineer,5.0,174999.5
32.0,Male,Czech Republic,Master’s degree,Data Analyst,10.0,34999.5
27.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,10.0,64999.5
42.0,Male,Brazil,Doctoral degree,Data Analyst,20.0,1499.5
32.0,Female,United States of America,Doctoral degree,Research Scientist,5.0,44999.5
37.0,Male,Canada,Master’s degree,Data Scientist,20.0,112499.5
37.0,Female,United States of America,Bachelor’s degree,Product/Project Manager,20.0,137499.5
37.0,Male,Italy,Doctoral degree,Data Scientist,20.0,74999.5
32.0,Male,United States of America,Master’s degree,Other,10.0,174999.5
27.0,Male,United States of America,Master’s degree,Business Analyst,10.0,137499.5
27.0,Male,Brazil,Master’s degree,Software Engineer,10.0,34999.5
32.0,Male,Other,Master’s degree,Data Scientist,5.0,64999.5
52.0,Male,Spain,Master’s degree,Other,20.0,44999.5
37.0,Male,United States of America,Professional degree,Data Scientist,10.0,174999.5
64.5,Male,Australia,Some college/university study without earning a bachelor’s degree,Product/Project Manager,20.0,174999.5
27.0,Male,United States of America,Master’s degree,Data Scientist,2.0,64999.5
42.0,Male,United States of America,Doctoral degree,Product/Project Manager,20.0,137499.5
52.0,Male,Chile,Master’s degree,Other,20.0,64999.5
32.0,Male,Italy,Master’s degree,Data Scientist,5.0,54999.5
32.0,Male,United States of America,Master’s degree,Product/Project Manager,20.0,112499.5
27.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,5.0,112499.5
23.0,Male,United States of America,Bachelor’s degree,Data Scientist,2.0,74999.5
32.0,Male,United States of America,Doctoral degree,Software Engineer,20.0,137499.5
32.0,Male,Canada,Doctoral degree,Business Analyst,10.0,54999.5
23.0,Male,Spain,Bachelor’s degree,Data Scientist,2.0,22499.5
37.0,Male,Australia,Master’s degree,Data Scientist,5.0,74999.5
32.0,Male,India,Master’s degree,Data Scientist,10.0,44999.5
27.0,Female,United States of America,Master’s degree,Statistician,10.0,137499.5
32.0,Female,United States of America,Master’s degree,Data Scientist,5.0,174999.5
64.5,Male,"Iran, Islamic Republic of...",Professional degree,Research Scientist,5.0,6249.5
37.0,Female,Peru,I prefer not to answer,Data Scientist,10.0,54999.5
37.0,Male,United States of America,Bachelor’s degree,Data Analyst,5.0,74999.5
32.0,Male,Australia,Doctoral degree,Data Scientist,10.0,74999.5
42.0,Male,United States of America,Bachelor’s degree,Other,2.0,84999.5
47.0,Male,Italy,Doctoral degree,Data Engineer,20.0,54999.5
42.0,Male,Japan,Bachelor’s degree,Software Engineer,5.0,174999.5
27.0,Male,Canada,Bachelor’s degree,Business Analyst,2.0,84999.5
57.0,Female,United States of America,Doctoral degree,Software Engineer,20.0,224999.5
57.0,Male,New Zealand,Master’s degree,DBA/Database Engineer,2.0,74999.5
47.0,Female,United States of America,Doctoral degree,Research Scientist,20.0,74999.5
47.0,Male,United States of America,Bachelor’s degree,Data Scientist,20.0,174999.5
42.0,Male,Malaysia,Master’s degree,Data Scientist,10.0,137499.5
32.0,Male,Colombia,Master’s degree,Data Scientist,10.0,17499.5
27.0,Female,India,Master’s degree,Data Scientist,5.0,2499.5
32.0,Male,United States of America,Doctoral degree,Other,2.0,74999.5
37.0,Male,United States of America,Master’s degree,Data Analyst,20.0,112499.5
23.0,Male,United States of America,Bachelor’s degree,Data Engineer,5.0,54999.5
27.0,Male,Viet Nam,Master’s degree,Software Engineer,2.0,2499.5
32.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,2.0,44999.5
27.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,137499.5
27.0,Male,Brazil,Master’s degree,Data Scientist,2.0,44999.5
23.0,Female,Colombia,Master’s degree,Data Scientist,5.0,12499.5
27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
37.0,Male,Japan,Master’s degree,Data Scientist,10.0,74999.5
57.0,Male,United States of America,Master’s degree,Data Scientist,20.0,137499.5
32.0,Male,Australia,Bachelor’s degree,Data Scientist,5.0,112499.5
32.0,Male,China,Master’s degree,Data Engineer,5.0,6249.5
47.0,Female,Canada,Bachelor’s degree,Software Engineer,10.0,112499.5
32.0,Male,Brazil,Bachelor’s degree,Other,10.0,54999.5
47.0,Male,Turkey,Doctoral degree,Research Scientist,20.0,22499.5
32.0,Male,India,Master’s degree,Product/Project Manager,10.0,6249.5
32.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,84999.5
23.0,Male,Japan,Bachelor’s degree,Data Analyst,5.0,44999.5
32.0,Male,Brazil,Master’s degree,Data Scientist,10.0,3499.5
37.0,Male,Russia,Professional degree,Data Scientist,20.0,44999.5
27.0,Male,India,Bachelor’s degree,Software Engineer,0.0,8749.5
32.0,Male,Canada,Master’s degree,Other,5.0,84999.5
57.0,Male,United States of America,Master’s degree,Product/Project Manager,20.0,112499.5
27.0,Male,Bangladesh,Bachelor’s degree,Software Engineer,2.0,4499.5
37.0,Female,United States of America,Doctoral degree,Data Scientist,5.0,137499.5
27.0,Male,Other,Master’s degree,Software Engineer,0.0,8749.5
42.0,Male,India,Bachelor’s degree,Product/Project Manager,2.0,3499.5
32.0,Male,Other,Master’s degree,Product/Project Manager,5.0,12499.5
42.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,74999.5
32.0,Male,India,Master’s degree,Data Analyst,2.0,2499.5
42.0,Male,India,Doctoral degree,Other,20.0,112499.5
37.0,Male,Australia,Bachelor’s degree,Data Scientist,20.0,137499.5
32.0,Female,Turkey,Master’s degree,Data Scientist,10.0,2499.5
32.0,Female,India,Master’s degree,Data Scientist,10.0,22499.5
32.0,Female,Germany,Master’s degree,Data Scientist,10.0,84999.5
27.0,Male,India,Bachelor’s degree,Software Engineer,2.0,6249.5
32.0,Female,China,Doctoral degree,Research Scientist,5.0,94999.5
32.0,Male,United States of America,Bachelor’s degree,Software Engineer,10.0,112499.5
37.0,Male,Czech Republic,Doctoral degree,Other,2.0,22499.5
27.0,Male,Thailand,Master’s degree,Business Analyst,2.0,12499.5
37.0,Female,Germany,Master’s degree,Data Analyst,20.0,112499.5
37.0,Male,Germany,Master’s degree,Data Scientist,10.0,94999.5
42.0,Female,Germany,Doctoral degree,Research Scientist,20.0,64999.5
37.0,Male,South Korea,Doctoral degree,Data Engineer,2.0,1499.5
42.0,Male,Other,Bachelor’s degree,Other,0.0,34999.5
23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,44999.5
23.0,Male,South Korea,Master’s degree,Data Scientist,5.0,27499.5
27.0,Male,India,Bachelor’s degree,Business Analyst,5.0,6249.5
37.0,Female,India,I prefer not to answer,Data Analyst,5.0,1499.5
23.0,Female,Poland,Master’s degree,Data Scientist,2.0,17499.5
32.0,Male,Russia,Master’s degree,Product/Project Manager,2.0,1499.5
27.0,Female,South Africa,Bachelor’s degree,Software Engineer,10.0,27499.5
37.0,Male,Other,Doctoral degree,Data Scientist,20.0,6249.5
23.0,Male,India,Master’s degree,Business Analyst,2.0,8749.5
47.0,Male,Italy,Some college/university study without earning a bachelor’s degree,Software Engineer,10.0,34999.5
37.0,Male,Germany,Master’s degree,Data Scientist,20.0,94999.5
32.0,Male,Netherlands,Master’s degree,Data Scientist,20.0,54999.5
37.0,Male,Nigeria,Bachelor’s degree,Other,0.0,1499.5
37.0,Male,Greece,Doctoral degree,Data Scientist,20.0,44999.5
37.0,Female,France,Doctoral degree,Data Scientist,5.0,74999.5
52.0,Male,Spain,Master’s degree,Product/Project Manager,2.0,44999.5
32.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,20.0,94999.5
42.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,20.0,224999.5
32.0,Male,Italy,Doctoral degree,Data Scientist,10.0,44999.5
32.0,Male,Russia,Doctoral degree,Research Scientist,5.0,54999.5
32.0,Male,Portugal,Doctoral degree,Data Analyst,10.0,54999.5
27.0,Male,China,Bachelor’s degree,Software Engineer,5.0,34999.5
37.0,Male,India,Master’s degree,Software Engineer,10.0,22499.5
32.0,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,2.0,34999.5
32.0,Male,India,Master’s degree,Data Scientist,5.0,27499.5
32.0,Male,Italy,Master’s degree,Data Analyst,2.0,17499.5
42.0,Male,Netherlands,Doctoral degree,Data Scientist,5.0,112499.5
42.0,Male,Poland,Doctoral degree,Data Scientist,20.0,44999.5
23.0,Male,Spain,Master’s degree,Data Scientist,5.0,27499.5
37.0,Male,India,I prefer not to answer,Software Engineer,2.0,12499.5
37.0,Male,Norway,Bachelor’s degree,Data Scientist,10.0,84999.5
64.5,Male,Canada,Bachelor’s degree,Data Scientist,20.0,137499.5
52.0,Male,Belgium,Master’s degree,Data Analyst,5.0,174999.5
32.0,Male,India,Doctoral degree,Other,10.0,224999.5
27.0,Female,India,Professional degree,Software Engineer,2.0,6249.5
27.0,Female,Russia,Master’s degree,Data Scientist,2.0,8749.5
23.0,Male,Brazil,Master’s degree,Data Scientist,5.0,12499.5
42.0,Male,Other,Doctoral degree,Product/Project Manager,5.0,84999.5
42.0,Male,United States of America,Master’s degree,Data Scientist,20.0,224999.5
32.0,Male,Australia,Professional degree,Research Scientist,5.0,74999.5
32.0,Male,Other,Doctoral degree,Data Scientist,5.0,44999.5
32.0,Male,Norway,Doctoral degree,Data Scientist,10.0,112499.5
19.5,Male,India,Bachelor’s degree,Data Scientist,2.0,12499.5
42.0,Male,Other,Master’s degree,Other,20.0,84999.5
47.0,Male,United States of America,Master’s degree,Data Scientist,20.0,174999.5
32.0,Male,Brazil,Master’s degree,Software Engineer,2.0,54999.5
32.0,Male,Italy,Master’s degree,Data Scientist,20.0,64999.5
37.0,Male,South Africa,Master’s degree,Data Scientist,10.0,274999.5
52.0,Prefer not to say,India,Master’s degree,Software Engineer,20.0,174999.5
27.0,Male,Austria,Master’s degree,Software Engineer,5.0,64999.5
32.0,Male,Australia,Master’s degree,Data Engineer,5.0,94999.5
23.0,Male,India,Bachelor’s degree,Data Analyst,2.0,74999.5
47.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Software Engineer,2.0,64999.5
37.0,Male,Germany,Master’s degree,Data Scientist,20.0,94999.5
47.0,Male,Argentina,Master’s degree,Data Scientist,10.0,27499.5
32.0,Male,Hong Kong (S.A.R.),Doctoral degree,Other,10.0,174999.5
32.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,94999.5
32.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,5.0,94999.5
19.5,Male,Brazil,Bachelor’s degree,Software Engineer,2.0,3499.5
32.0,Male,United States of America,Master’s degree,Product/Project Manager,20.0,174999.5
64.5,Male,United States of America,Master’s degree,Other,20.0,400000.0
27.0,Male,Brazil,Bachelor’s degree,Data Engineer,5.0,44999.5
27.0,Male,Chile,Professional degree,Software Engineer,5.0,3499.5
42.0,Male,India,Master’s degree,Business Analyst,5.0,12499.5
23.0,Male,United States of America,Bachelor’s degree,Software Engineer,2.0,137499.5
37.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,137499.5
37.0,Male,India,Bachelor’s degree,DBA/Database Engineer,10.0,34999.5
27.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,5.0,44999.5
64.5,Male,Belarus,Bachelor’s degree,Software Engineer,10.0,1499.5
27.0,Male,South Africa,Master’s degree,Data Scientist,10.0,64999.5
23.0,Female,Poland,Master’s degree,Other,2.0,17499.5
27.0,Female,Netherlands,Master’s degree,Data Scientist,5.0,44999.5
57.0,Male,Singapore,Some college/university study without earning a bachelor’s degree,Data Scientist,5.0,44999.5
32.0,Male,China,Doctoral degree,Software Engineer,10.0,94999.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,12499.5
32.0,Male,India,Bachelor’s degree,Software Engineer,2.0,22499.5
47.0,Male,United States of America,Master’s degree,Other,10.0,224999.5
32.0,Male,Poland,Doctoral degree,Data Scientist,10.0,54999.5
42.0,Male,Russia,Master’s degree,Business Analyst,10.0,2499.5
47.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,224999.5
27.0,Male,United States of America,Bachelor’s degree,Data Scientist,2.0,34999.5
32.0,Male,Mexico,Doctoral degree,Data Scientist,5.0,22499.5
32.0,Male,India,Bachelor’s degree,Data Analyst,2.0,17499.5
32.0,Male,Canada,Bachelor’s degree,Product/Project Manager,0.0,84999.5
23.0,Female,United States of America,Bachelor’s degree,Software Engineer,2.0,74999.5
37.0,Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20.0,74999.5
32.0,Male,Other,Master’s degree,Data Analyst,5.0,4499.5
27.0,Male,United States of America,Bachelor’s degree,Product/Project Manager,5.0,112499.5
19.5,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,10.0,34999.5
37.0,Male,India,Master’s degree,Data Scientist,20.0,84999.5
32.0,Male,India,Master’s degree,Data Scientist,5.0,17499.5
23.0,Male,China,Master’s degree,Data Scientist,5.0,34999.5
37.0,Male,Poland,Master’s degree,Data Analyst,2.0,1499.5
27.0,Male,India,Bachelor’s degree,Software Engineer,2.0,6249.5
42.0,Female,Portugal,Doctoral degree,Research Scientist,2.0,54999.5
42.0,Male,United States of America,Doctoral degree,Product/Project Manager,20.0,174999.5
27.0,Male,China,Master’s degree,Data Scientist,10.0,4499.5
64.5,Male,Canada,Master’s degree,Business Analyst,2.0,112499.5
32.0,Male,Canada,Master’s degree,Statistician,20.0,94999.5
37.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
27.0,Female,India,Doctoral degree,Business Analyst,10.0,6249.5
37.0,Male,India,Master’s degree,Data Analyst,0.0,27499.5
27.0,Male,Netherlands,Master’s degree,Data Engineer,2.0,54999.5
32.0,Male,Germany,Doctoral degree,Data Scientist,20.0,94999.5
32.0,Male,Brazil,Doctoral degree,Research Scientist,10.0,12499.5
42.0,Male,Portugal,Master’s degree,Product/Project Manager,10.0,44999.5
32.0,Male,Other,Bachelor’s degree,Product/Project Manager,10.0,54999.5
32.0,Female,United States of America,Bachelor’s degree,Software Engineer,20.0,112499.5
27.0,Male,Mexico,Master’s degree,Data Scientist,5.0,17499.5
32.0,Female,United States of America,Master’s degree,Data Scientist,20.0,137499.5
27.0,Male,United States of America,Bachelor’s degree,Data Scientist,10.0,174999.5
42.0,Male,Philippines,Bachelor’s degree,Business Analyst,5.0,44999.5
37.0,Male,Hungary,Master’s degree,Data Scientist,20.0,44999.5
42.0,Male,India,Doctoral degree,Other,2.0,2499.5
64.5,Male,Japan,Bachelor’s degree,Other,2.0,112499.5
37.0,Male,India,I prefer not to answer,Data Scientist,10.0,3499.5
64.5,Male,United States of America,Doctoral degree,Statistician,20.0,84999.5
32.0,Male,Germany,Master’s degree,Data Scientist,5.0,64999.5
57.0,Male,United States of America,Master’s degree,Data Analyst,20.0,112499.5
32.0,Male,Mexico,Master’s degree,Data Scientist,5.0,44999.5
37.0,Male,Netherlands,Master’s degree,Software Engineer,20.0,84999.5
23.0,Male,Other,Master’s degree,Data Engineer,2.0,2499.5
42.0,Male,Colombia,Master’s degree,Statistician,10.0,94999.5
23.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,34999.5
27.0,Female,United States of America,Master’s degree,Software Engineer,0.0,137499.5
32.0,Male,Poland,Master’s degree,Data Scientist,10.0,34999.5
37.0,Male,Germany,Master’s degree,Research Scientist,20.0,94999.5
37.0,Male,Germany,Master’s degree,Research Scientist,20.0,84999.5
32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,174999.5
27.0,Male,Poland,Master’s degree,Research Scientist,10.0,34999.5
37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,400000.0
32.0,Female,Germany,Doctoral degree,Research Scientist,10.0,64999.5
27.0,Prefer not to say,Denmark,Master’s degree,Data Scientist,10.0,84999.5
42.0,Male,United States of America,Bachelor’s degree,Other,5.0,12499.5
42.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,224999.5
64.5,Male,Peru,Master’s degree,Other,0.0,3499.5
23.0,Male,United States of America,Master’s degree,Data Scientist,2.0,17499.5
23.0,Male,United States of America,Bachelor’s degree,Other,5.0,112499.5
32.0,Male,United States of America,Bachelor’s degree,Software Engineer,10.0,174999.5
27.0,Male,Russia,Master’s degree,Data Scientist,5.0,27499.5
64.5,Female,Canada,Master’s degree,Data Scientist,20.0,94999.5
27.0,Male,Philippines,Bachelor’s degree,Other,0.0,3499.5
27.0,Male,United States of America,Bachelor’s degree,Software Engineer,10.0,84999.5
32.0,Male,India,I prefer not to answer,Data Scientist,10.0,94999.5
27.0,Male,United States of America,Bachelor’s degree,Business Analyst,5.0,74999.5
32.0,Male,Japan,Doctoral degree,Data Scientist,5.0,64999.5
32.0,Male,Argentina,Bachelor’s degree,Software Engineer,5.0,12499.5
23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,8749.5
57.0,Male,United States of America,Master’s degree,Data Scientist,20.0,174999.5
57.0,Male,Canada,Master’s degree,Business Analyst,0.0,54999.5
27.0,Male,India,Master’s degree,Business Analyst,2.0,6249.5
52.0,Male,Thailand,Doctoral degree,Statistician,0.0,12499.5
27.0,Male,India,Master’s degree,Data Scientist,5.0,12499.5
27.0,Male,Australia,Master’s degree,Data Scientist,5.0,137499.5
32.0,Male,Saudi Arabia,Bachelor’s degree,Data Scientist,0.0,22499.5
23.0,Male,India,Master’s degree,Data Scientist,5.0,6249.5
32.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5.0,137499.5
52.0,Male,Germany,Bachelor’s degree,Other,10.0,112499.5
52.0,Male,Germany,Master’s degree,Other,20.0,64999.5
42.0,Male,Other,Bachelor’s degree,Business Analyst,2.0,17499.5
32.0,Male,France,Doctoral degree,Research Scientist,10.0,54999.5
42.0,Male,Poland,Doctoral degree,Research Scientist,10.0,22499.5
27.0,Male,Singapore,Bachelor’s degree,Business Analyst,5.0,34999.5
37.0,Male,Netherlands,Bachelor’s degree,Other,5.0,64999.5
32.0,Male,United States of America,Doctoral degree,Research Scientist,20.0,34999.5
32.0,Male,France,Doctoral degree,Data Scientist,10.0,54999.5
19.5,Female,India,Bachelor’s degree,Software Engineer,5.0,74999.5
32.0,Male,China,Doctoral degree,Product/Project Manager,10.0,2499.5
32.0,Female,India,Bachelor’s degree,Data Scientist,10.0,27499.5
64.5,Female,Spain,Doctoral degree,Research Scientist,5.0,64999.5
27.0,Male,Netherlands,Master’s degree,Data Scientist,5.0,54999.5
32.0,Female,France,Doctoral degree,Research Scientist,20.0,84999.5
27.0,Female,Poland,Master’s degree,Software Engineer,10.0,34999.5
27.0,Male,"Iran, Islamic Republic of...",Bachelor’s degree,Software Engineer,5.0,12499.5
19.5,Male,Bangladesh,Bachelor’s degree,Data Scientist,2.0,3499.5
32.0,Male,Czech Republic,Master’s degree,Data Engineer,10.0,54999.5
32.0,Male,Japan,Master’s degree,Data Scientist,10.0,74999.5
32.0,Male,Other,Bachelor’s degree,Data Analyst,0.0,64999.5
42.0,Male,Spain,Bachelor’s degree,Software Engineer,2.0,34999.5
