,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
7268,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Business Analyst,3-5 years,"40,000-49,999",DataCamp;University Courses (resulting in a university degree),R;SQL;DataCamp;University Courses (resulting in a university degree)
7270,30-34,Man,Russia,Bachelor’s degree,Data Engineer,< 1 years,$0-999,None,None
7272,25-29,Man,Chile,Bachelor’s degree,Data Scientist,3-5 years,"20,000-24,999",DataCamp,SQL;DataCamp
7274,30-34,Man,Other,Bachelor’s degree,Data Analyst,< 1 years,"25,000-29,999",Kaggle Learn Courses;DataCamp,SQL;Kaggle Learn Courses;DataCamp
7275,22-24,Man,United States of America,Master’s degree,Data Scientist,1-2 years,"60,000-69,999",,R;
7277,30-34,Woman,Portugal,Master’s degree,Other,1-2 years,"15,000-19,999",Udemy;University Courses (resulting in a university degree),R;SQL;Udemy;University Courses (resulting in a university degree)
7278,25-29,Man,Other,Master’s degree,Data Scientist,3-5 years,"1,000-1,999",edX;DataCamp;Udemy,R;SQL;Bash;edX;DataCamp;Udemy
7279,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,< 1 years,$0-999,edX;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning,SQL;edX;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning
7281,35-39,Man,India,Doctoral degree,Software Engineer,10-20 years,"25,000-29,999",Udemy;University Courses (resulting in a university degree),SQL;Java;Javascript;Bash;Udemy;University Courses (resulting in a university degree)
7286,45-49,Man,India,Master’s degree,Other,10-20 years,"100,000-124,999","edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7289,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Software Engineer,20+ years,"60,000-69,999",DataCamp;Udemy,SQL;Javascript;DataCamp;Udemy
7292,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-2 years,"5,000-7,499",Kaggle Learn Courses;DataCamp;Udacity,Kaggle Learn Courses;DataCamp;Udacity
7294,25-29,Woman,Singapore,Bachelor’s degree,Business Analyst,I have never written code,"30,000-39,999",Kaggle Learn Courses;Udemy,Kaggle Learn Courses;Udemy
7295,22-24,Man,Tunisia,Professional degree,Software Engineer,1-2 years,"7,500-9,999",Kaggle Learn Courses;DataCamp;Udemy,C;C++;Javascript;MATLAB;Kaggle Learn Courses;DataCamp;Udemy
7296,35-39,Man,Spain,Doctoral degree,Product/Project Manager,20+ years,"60,000-69,999",Udemy;University Courses (resulting in a university degree),SQL;C++;Udemy;University Courses (resulting in a university degree)
7297,50-54,Man,United States of America,Master’s degree,Product/Project Manager,5-10 years,"150,000-199,999",Fast.ai;Udemy;LinkedIn Learning,Javascript;Fast.ai;Udemy;LinkedIn Learning
7302,25-29,Man,"Iran, Islamic Republic of...",Doctoral degree,Machine Learning Engineer,3-5 years,$0-999,edX,edX
7306,25-29,Man,Russia,Professional degree,Data Scientist,1-2 years,"15,000-19,999",DataCamp;LinkedIn Learning;University Courses (resulting in a university degree),SQL;DataCamp;LinkedIn Learning;University Courses (resulting in a university degree)
7308,30-34,Man,India,Bachelor’s degree,DBA/Database Engineer,< 1 years,"7,500-9,999","edX;Kaggle Learn Courses;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;edX;Kaggle Learn Courses;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7309,45-49,Man,Taiwan,Master’s degree,Software Engineer,20+ years,"5,000-7,499",,SQL;C;C++;
7310,22-24,Man,Bangladesh,Master’s degree,Data Scientist,1-2 years,$0-999,DataCamp,C;DataCamp
7311,30-34,Man,India,I prefer not to answer,Data Scientist,5-10 years,"150,000-199,999",University Courses (resulting in a university degree),R;SQL;University Courses (resulting in a university degree)
7313,50-54,Woman,United Arab Emirates,Doctoral degree,Research Scientist,I have never written code,"15,000-19,999",,
7315,30-34,Man,India,Bachelor’s degree,Data Scientist,5-10 years,"30,000-39,999",,SQL;C;Java;Julia;
7319,50-54,Man,Australia,I prefer not to answer,Data Analyst,20+ years,"100,000-124,999",None,None
7324,50-54,Man,Japan,Doctoral degree,Research Scientist,20+ years,"80,000-89,999",edX;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),edX;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
7326,55-59,Prefer not to say,United States of America,Doctoral degree,Other,20+ years,$0-999,edX;Udacity;LinkedIn Learning,MATLAB;edX;Udacity;LinkedIn Learning
7327,22-24,Man,Spain,Master’s degree,Data Scientist,3-5 years,"30,000-39,999",University Courses (resulting in a university degree),R;SQL;University Courses (resulting in a university degree)
7329,45-49,Man,Romania,Master’s degree,DBA/Database Engineer,I have never written code,"10,000-14,999",edX;Kaggle Learn Courses;DataCamp;Udemy,edX;Kaggle Learn Courses;DataCamp;Udemy
7331,25-29,Man,France,Master’s degree,Machine Learning Engineer,5-10 years,"90,000-99,999",,R;SQL;Javascript;Bash;
7333,25-29,Man,Other,Master’s degree,Software Engineer,1-2 years,"60,000-69,999",Kaggle Learn Courses,Javascript;Kaggle Learn Courses
7334,50-54,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years,"150,000-199,999",Kaggle Learn Courses;Udacity,Java;Kaggle Learn Courses;Udacity
7336,22-24,Man,Spain,Master’s degree,Data Analyst,3-5 years,"20,000-24,999",Kaggle Learn Courses;University Courses (resulting in a university degree),R;SQL;Kaggle Learn Courses;University Courses (resulting in a university degree)
7340,50-54,Man,Germany,Master’s degree,Machine Learning Engineer,20+ years,"70,000-79,999",Udemy;LinkedIn Learning,C++;Udemy;LinkedIn Learning
7342,25-29,Man,Spain,Master’s degree,Data Analyst,3-5 years,"30,000-39,999",Kaggle Learn Courses;Udemy;LinkedIn Learning,SQL;Kaggle Learn Courses;Udemy;LinkedIn Learning
7343,40-44,Man,Taiwan,Master’s degree,Data Scientist,10-20 years,"40,000-49,999",Kaggle Learn Courses;Udacity,R;SQL;C;Java;Bash;Kaggle Learn Courses;Udacity
7345,18-21,Woman,India,Bachelor’s degree,Software Engineer,1-2 years,$0-999,"DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","SQL;C;C++;Java;DataCamp;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7347,22-24,Man,"Iran, Islamic Republic of...",Bachelor’s degree,Product/Project Manager,1-2 years,"1,000-1,999",Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning,R;Java;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning
7349,25-29,Man,Brazil,Bachelor’s degree,Data Analyst,3-5 years,"50,000-59,999",Udemy,SQL;Udemy
7351,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,3-5 years,"100,000-124,999",Udacity,SQL;Udacity
7352,30-34,Man,Brazil,Doctoral degree,Research Scientist,5-10 years,"5,000-7,499",DataCamp;University Courses (resulting in a university degree),R;SQL;C++;Bash;DataCamp;University Courses (resulting in a university degree)
7353,25-29,Woman,Colombia,Professional degree,Other,I have never written code,"1,000-1,999",,
7354,22-24,Woman,India,Master’s degree,Data Engineer,< 1 years,$0-999,,
7356,35-39,Woman,United States of America,Bachelor’s degree,Data Analyst,5-10 years,"100,000-124,999",,SQL;
7359,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,,C++;
7362,25-29,Woman,China,Master’s degree,Software Engineer,5-10 years,"> $500,000",Kaggle Learn Courses;University Courses (resulting in a university degree),SQL;Java;Kaggle Learn Courses;University Courses (resulting in a university degree)
7364,35-39,Man,Germany,Master’s degree,Business Analyst,5-10 years,"40,000-49,999",Udemy;University Courses (resulting in a university degree),R;SQL;Udemy;University Courses (resulting in a university degree)
7367,50-54,Man,Australia,Master’s degree,Data Analyst,10-20 years,"80,000-89,999",,SQL;
7369,25-29,Man,India,Bachelor’s degree,DBA/Database Engineer,3-5 years,"5,000-7,499",,SQL;Bash;
7371,22-24,Woman,Sri Lanka,Bachelor’s degree,Software Engineer,1-2 years,$0-999,edX,R;Javascript;edX
7374,25-29,Man,India,Professional degree,Other,I have never written code,$0-999,None,None
7376,22-24,Woman,Morocco,Doctoral degree,Data Analyst,3-5 years,"25,000-29,999",,R;SQL;C;C++;MATLAB;
7377,25-29,Man,Thailand,Bachelor’s degree,Software Engineer,5-10 years,"40,000-49,999",Udemy,SQL;Javascript;Udemy
7378,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,10-20 years,"60,000-69,999",,Julia;
7379,30-34,Man,Other,Doctoral degree,Other,5-10 years,"2,000-2,999",,SQL;C++;Java;Javascript;
7382,35-39,Man,Poland,Master’s degree,Data Scientist,10-20 years,"100,000-124,999",edX;Kaggle Learn Courses;DataCamp;Fast.ai;University Courses (resulting in a university degree),R;SQL;Bash;edX;Kaggle Learn Courses;DataCamp;Fast.ai;University Courses (resulting in a university degree)
7383,25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years,"5,000-7,499",Udemy,Java;Javascript;Bash;Udemy
7384,30-34,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,"100,000-124,999",DataCamp;Udemy,R;SQL;Bash;DataCamp;Udemy
7386,55-59,Man,United States of America,Master’s degree,Software Engineer,10-20 years,"90,000-99,999",,Java;
7389,30-34,Man,India,Master’s degree,Data Engineer,3-5 years,"30,000-39,999",University Courses (resulting in a university degree),SQL;University Courses (resulting in a university degree)
7391,22-24,Woman,India,Bachelor’s degree,Software Engineer,1-2 years,"4,000-4,999",,Java;
7394,22-24,Man,Turkey,Master’s degree,Software Engineer,3-5 years,"7,500-9,999",,
7396,22-24,Man,United States of America,Bachelor’s degree,Software Engineer,3-5 years,"60,000-69,999",None,Java;Javascript;Bash;None
7397,25-29,Man,South Africa,Master’s degree,Software Engineer,3-5 years,"50,000-59,999",Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning,SQL;C;C++;Java;Javascript;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning
7398,25-29,Man,India,Master’s degree,Other,1-2 years,"7,500-9,999",Kaggle Learn Courses;Udemy,R;SQL;Java;Bash;Kaggle Learn Courses;Udemy
7400,60-69,Man,India,Bachelor’s degree,Other,20+ years,"10,000-14,999",None,R;SQL;None
7403,25-29,Woman,Turkey,Doctoral degree,Machine Learning Engineer,1-2 years,"7,500-9,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
7404,25-29,Woman,Other,Master’s degree,Machine Learning Engineer,1-2 years,$0-999,"edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","SQL;C++;Javascript;Swift;MATLAB;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
7407,25-29,Man,Colombia,Master’s degree,Other,5-10 years,"5,000-7,499",,
7408,40-44,Man,Russia,Doctoral degree,Software Engineer,10-20 years,"20,000-24,999",,SQL;C++;
7409,30-34,Woman,Other,Doctoral degree,Research Scientist,3-5 years,"30,000-39,999",edX;Udacity;Udemy,R;SQL;Java;edX;Udacity;Udemy
7410,35-39,Man,United States of America,Master’s degree,Data Analyst,3-5 years,"70,000-79,999",Kaggle Learn Courses;Fast.ai;Udemy,R;Javascript;Kaggle Learn Courses;Fast.ai;Udemy
7411,35-39,Man,Brazil,Bachelor’s degree,Other,I have never written code,"20,000-24,999",Udacity;Udemy;University Courses (resulting in a university degree),Udacity;Udemy;University Courses (resulting in a university degree)
7414,30-34,Man,Italy,Master’s degree,Software Engineer,10-20 years,"40,000-49,999",Udemy;University Courses (resulting in a university degree),SQL;C;C++;Java;Javascript;Bash;Udemy;University Courses (resulting in a university degree)
7418,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,1-2 years,"1,000-1,999",edX;Kaggle Learn Courses;DataCamp;LinkedIn Learning;University Courses (resulting in a university degree),edX;Kaggle Learn Courses;DataCamp;LinkedIn Learning;University Courses (resulting in a university degree)
7419,45-49,Man,Spain,Master’s degree,Machine Learning Engineer,10-20 years,"30,000-39,999",edX;Kaggle Learn Courses;Fast.ai;LinkedIn Learning,R;SQL;Javascript;edX;Kaggle Learn Courses;Fast.ai;LinkedIn Learning
7420,25-29,Woman,India,Professional degree,Data Analyst,3-5 years,"10,000-14,999",,R;SQL;
7423,25-29,Man,Other,Doctoral degree,Other,1-2 years,$0-999,Kaggle Learn Courses;DataCamp;Fast.ai,Kaggle Learn Courses;DataCamp;Fast.ai
7424,40-44,Man,United States of America,Bachelor’s degree,DBA/Database Engineer,10-20 years,"125,000-149,999",,SQL;Bash;
7425,30-34,Man,Indonesia,Master’s degree,Software Engineer,10-20 years,"40,000-49,999","Kaggle Learn Courses;Fast.ai;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","SQL;Java;Javascript;Kaggle Learn Courses;Fast.ai;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7426,45-49,Man,United States of America,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,20+ years,"150,000-199,999",None,SQL;C;None
7427,35-39,Man,Turkey,Doctoral degree,Data Scientist,10-20 years,"20,000-24,999",Udemy,SQL;Javascript;Udemy
7430,30-34,Man,India,Master’s degree,Software Engineer,5-10 years,"10,000-14,999",Udemy,Java;Udemy
7431,18-21,Man,Belarus,Bachelor’s degree,Data Scientist,1-2 years,"7,500-9,999",Kaggle Learn Courses,Bash;Kaggle Learn Courses
7432,25-29,Woman,United States of America,Master’s degree,Research Scientist,3-5 years,"80,000-89,999",DataCamp;Udacity;LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;DataCamp;Udacity;LinkedIn Learning;University Courses (resulting in a university degree)
7433,35-39,Man,Turkey,Master’s degree,Data Engineer,5-10 years,"7,500-9,999","edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;SQL;edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
7435,55-59,Man,Peru,Master’s degree,Data Analyst,3-5 years,$0-999,,R;
7437,40-44,Woman,United States of America,Doctoral degree,Data Scientist,10-20 years,"70,000-79,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
7438,30-34,Man,Brazil,Master’s degree,Data Scientist,5-10 years,"30,000-39,999","edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;SQL;Bash;edX;Kaggle Learn Courses;DataCamp;Fast.ai;Udacity;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
7439,18-21,Prefer not to say,Indonesia,I prefer not to answer,Data Analyst,1-2 years,$0-999,edX;DataCamp;Udemy,R;edX;DataCamp;Udemy
7440,35-39,Man,Italy,Master’s degree,Other,I have never written code,"25,000-29,999",edX;Udemy,edX;Udemy
7443,30-34,Man,United States of America,Doctoral degree,Research Scientist,10-20 years,"50,000-59,999",Fast.ai,C++;Fast.ai
7446,30-34,Man,Argentina,I prefer not to answer,Product/Project Manager,I have never written code,"1,000-1,999",,
7449,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,"15,000-19,999",,SQL;
7450,50-54,Man,Belgium,Doctoral degree,Research Scientist,10-20 years,"100,000-124,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
7451,30-34,Woman,India,Bachelor’s degree,Data Analyst,1-2 years,$0-999,,R;
7453,35-39,Man,Turkey,Master’s degree,Software Engineer,10-20 years,"10,000-14,999",None,SQL;C++;Java;Javascript;None
7454,55-59,Man,Other,Doctoral degree,Business Analyst,3-5 years,"100,000-124,999",edX;Udemy,R;SQL;Java;Javascript;edX;Udemy
7455,35-39,Man,United States of America,Master’s degree,Data Analyst,5-10 years,"50,000-59,999",Kaggle Learn Courses;Udacity,R;Kaggle Learn Courses;Udacity
7457,40-44,Man,Italy,Master’s degree,Product/Project Manager,5-10 years,"60,000-69,999",edX;Kaggle Learn Courses,C;Java;MATLAB;edX;Kaggle Learn Courses
7458,35-39,Man,Brazil,No formal education past high school,Data Analyst,< 1 years,"10,000-14,999",,
7460,45-49,Man,France,Master’s degree,Product/Project Manager,< 1 years,$0-999,Udemy,Udemy
7463,50-54,Woman,United States of America,Master’s degree,Data Analyst,20+ years,"125,000-149,999",Kaggle Learn Courses;Udacity,R;SQL;C;C++;Javascript;Kaggle Learn Courses;Udacity
7464,25-29,Woman,Sri Lanka,Professional degree,Data Analyst,I have never written code,$0-999,DataCamp;Udemy,DataCamp;Udemy
7465,30-34,Man,Turkey,Master’s degree,Data Scientist,5-10 years,$0-999,,
7466,30-34,Man,Nigeria,Master’s degree,Machine Learning Engineer,5-10 years,"1,000-1,999",None,Java;None
7469,30-34,Man,United States of America,Master’s degree,Machine Learning Engineer,5-10 years,"90,000-99,999",None,SQL;C++;Java;Julia;Bash;MATLAB;None
7471,40-44,Man,Netherlands,Doctoral degree,Data Scientist,10-20 years,"80,000-89,999",Udacity,R;Udacity
7472,45-49,Man,United States of America,Doctoral degree,Other,10-20 years,"50,000-59,999",Kaggle Learn Courses;LinkedIn Learning;University Courses (resulting in a university degree),Bash;Kaggle Learn Courses;LinkedIn Learning;University Courses (resulting in a university degree)
7474,35-39,Woman,United States of America,Master’s degree,Data Engineer,10-20 years,"100,000-124,999",edX;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning,R;SQL;edX;Kaggle Learn Courses;DataCamp;Udemy;LinkedIn Learning
7475,25-29,Man,United States of America,Bachelor’s degree,Data Scientist,3-5 years,"80,000-89,999",edX;Udacity;Udemy,R;SQL;edX;Udacity;Udemy
7477,25-29,Man,United States of America,Master’s degree,Business Analyst,< 1 years,"60,000-69,999",,R;SQL;
7479,40-44,Man,South Korea,Doctoral degree,Data Analyst,5-10 years,"50,000-59,999",,R;SQL;
7482,35-39,Man,India,Doctoral degree,Other,10-20 years,"1,000-1,999",Kaggle Learn Courses;DataCamp;Udacity;Udemy,R;SQL;C;C++;Java;Javascript;MATLAB;Kaggle Learn Courses;DataCamp;Udacity;Udemy
7484,45-49,Man,Russia,Professional degree,Business Analyst,5-10 years,"40,000-49,999",None,C++;None
7485,25-29,Man,Japan,Master’s degree,Other,< 1 years,"50,000-59,999",Kaggle Learn Courses,Kaggle Learn Courses
7486,25-29,Man,United States of America,Master’s degree,Data Engineer,3-5 years,"70,000-79,999",edX;Udacity;Udemy;LinkedIn Learning,R;SQL;C++;Java;edX;Udacity;Udemy;LinkedIn Learning
7493,18-21,Man,India,Bachelor’s degree,Research Scientist,1-2 years,"4,000-4,999",edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy,R;edX;Kaggle Learn Courses;DataCamp;Udacity;Udemy
7494,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,1-2 years,"4,000-4,999",,
7495,25-29,Man,Italy,Master’s degree,Business Analyst,3-5 years,"25,000-29,999","DataCamp;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;SQL;DataCamp;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
7497,25-29,Man,Portugal,Master’s degree,Data Engineer,5-10 years,"50,000-59,999",edX;Udacity,Bash;edX;Udacity
7498,25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years,"10,000-14,999",Kaggle Learn Courses,Java;Kaggle Learn Courses
7501,30-34,Woman,Brazil,Bachelor’s degree,Statistician,< 1 years,"3,000-3,999","Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","R;SQL;C;C++;Javascript;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7502,60-69,Man,United States of America,Bachelor’s degree,Product/Project Manager,20+ years,"70,000-79,999",edX;DataCamp;Fast.ai;Udacity;Udemy,R;SQL;edX;DataCamp;Fast.ai;Udacity;Udemy
7506,25-29,Woman,India,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0-999,Udacity,Bash;Udacity
7507,22-24,Woman,Brazil,Bachelor’s degree,Software Engineer,3-5 years,"4,000-4,999",Udacity;Udemy,SQL;Bash;Udacity;Udemy
7508,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,20+ years,"60,000-69,999",edX;DataCamp;University Courses (resulting in a university degree),R;SQL;MATLAB;edX;DataCamp;University Courses (resulting in a university degree)
7509,25-29,Woman,Canada,Master’s degree,Business Analyst,I have never written code,"2,000-2,999",University Courses (resulting in a university degree),University Courses (resulting in a university degree)
7510,50-54,Man,Spain,Master’s degree,Product/Project Manager,5-10 years,"60,000-69,999",LinkedIn Learning,C++;Java;Swift;LinkedIn Learning
7511,18-21,Man,Nigeria,Bachelor’s degree,Data Scientist,< 1 years,$0-999,Udemy,Udemy
7512,22-24,Man,"Iran, Islamic Republic of...",Doctoral degree,Data Analyst,I have never written code,$0-999,,
7513,55-59,Man,United States of America,Master’s degree,Other,3-5 years,"100,000-124,999",University Courses (resulting in a university degree),None;University Courses (resulting in a university degree)
7514,25-29,Man,India,Bachelor’s degree,Data Analyst,1-2 years,"4,000-4,999",Kaggle Learn Courses;DataCamp;Udemy,SQL;Kaggle Learn Courses;DataCamp;Udemy
7515,18-21,Woman,Nigeria,Some college/university study without earning a bachelor’s degree,Data Scientist,< 1 years,$0-999,edX;Kaggle Learn Courses;DataCamp;LinkedIn Learning,edX;Kaggle Learn Courses;DataCamp;LinkedIn Learning
7516,22-24,Man,India,Bachelor’s degree,Other,< 1 years,"1,000-1,999",Udemy,Udemy
7519,35-39,Man,United States of America,Doctoral degree,Data Scientist,10-20 years,"300,000-500,000",Kaggle Learn Courses;DataCamp;Fast.ai;Udemy,R;SQL;Bash;Kaggle Learn Courses;DataCamp;Fast.ai;Udemy
7521,30-34,Man,Nigeria,Bachelor’s degree,Business Analyst,< 1 years,$0-999,,
7523,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,20+ years,"150,000-199,999","Kaggle Learn Courses;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","SQL;C;C++;Java;Javascript;Bash;Kaggle Learn Courses;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
7524,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,"15,000-19,999","edX;DataCamp;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","edX;DataCamp;Udacity;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
7525,18-21,Man,Russia,Bachelor’s degree,Software Engineer,1-2 years,"2,000-2,999",Udemy;University Courses (resulting in a university degree),C++;Udemy;University Courses (resulting in a university degree)
7527,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$0-999,,Julia;
7531,25-29,Man,Other,Master’s degree,Software Engineer,3-5 years,"1,000-1,999",edX,Javascript;Bash;edX
7532,25-29,Man,France,Master’s degree,Data Scientist,1-2 years,"3,000-3,999",Kaggle Learn Courses;LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;Kaggle Learn Courses;LinkedIn Learning;University Courses (resulting in a university degree)
7533,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,5-10 years,"40,000-49,999",University Courses (resulting in a university degree),SQL;Javascript;University Courses (resulting in a university degree)
7537,35-39,Woman,Canada,Professional degree,Research Scientist,5-10 years,$0-999,,MATLAB;
7538,25-29,Woman,"Iran, Islamic Republic of...",Doctoral degree,Research Scientist,3-5 years,$0-999,Kaggle Learn Courses;University Courses (resulting in a university degree),C;Java;MATLAB;Kaggle Learn Courses;University Courses (resulting in a university degree)
7541,25-29,Man,Pakistan,Master’s degree,Machine Learning Engineer,3-5 years,$0-999,University Courses (resulting in a university degree),Java;University Courses (resulting in a university degree)
7543,55-59,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,20+ years,"200,000-249,999",edX;DataCamp;Udacity,R;SQL;C++;Java;Bash;edX;DataCamp;Udacity
7546,30-34,Man,China,Master’s degree,Software Engineer,5-10 years,"300,000-500,000",University Courses (resulting in a university degree),SQL;Java;University Courses (resulting in a university degree)
7547,25-29,Man,Russia,Master’s degree,Machine Learning Engineer,5-10 years,"50,000-59,999",University Courses (resulting in a university degree),Bash;University Courses (resulting in a university degree)
7548,40-44,Man,Peru,Doctoral degree,Data Scientist,< 1 years,"25,000-29,999",edX,R;SQL;edX
7549,30-34,Man,South Korea,Master’s degree,Machine Learning Engineer,1-2 years,"30,000-39,999",University Courses (resulting in a university degree),C;C++;University Courses (resulting in a university degree)
7552,25-29,Man,Saudi Arabia,Bachelor’s degree,Business Analyst,< 1 years,"50,000-59,999",Udacity,SQL;Udacity
7554,45-49,Man,Argentina,Some college/university study without earning a bachelor’s degree,DBA/Database Engineer,20+ years,"20,000-24,999",DataCamp;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),SQL;C++;Java;Javascript;DataCamp;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
7557,60-69,Man,Spain,Doctoral degree,Research Scientist,I have never written code,"25,000-29,999",Kaggle Learn Courses;University Courses (resulting in a university degree),Kaggle Learn Courses;University Courses (resulting in a university degree)
7559,25-29,Prefer not to say,India,Bachelor’s degree,Software Engineer,1-2 years,"5,000-7,499",None,SQL;None
7560,30-34,Man,China,Some college/university study without earning a bachelor’s degree,Other,< 1 years,"20,000-24,999",Kaggle Learn Courses,Kaggle Learn Courses
7562,30-34,Man,United States of America,Bachelor’s degree,Software Engineer,3-5 years,"100,000-124,999",University Courses (resulting in a university degree),C;C++;Bash;MATLAB;University Courses (resulting in a university degree)
7565,30-34,Man,Russia,Master’s degree,Other,5-10 years,$0-999,Kaggle Learn Courses,Javascript;Kaggle Learn Courses
7566,35-39,Man,Other,Doctoral degree,Machine Learning Engineer,5-10 years,"90,000-99,999",Udacity,Udacity
7567,55-59,Man,Japan,Master’s degree,Other,< 1 years,"50,000-59,999",,
7568,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,$0-999,,
7569,35-39,Man,Japan,Bachelor’s degree,Business Analyst,5-10 years,"70,000-79,999",,
7570,22-24,Man,Spain,Bachelor’s degree,Software Engineer,3-5 years,"20,000-24,999",Fast.ai,C++;Javascript;Fast.ai
7571,45-49,Man,Colombia,Bachelor’s degree,Business Analyst,10-20 years,"40,000-49,999",edX;Udacity;Udemy,R;SQL;C++;Java;Javascript;Bash;edX;Udacity;Udemy
7572,22-24,Man,Turkey,Bachelor’s degree,Machine Learning Engineer,3-5 years,$0-999,DataCamp,Java;DataCamp
7575,40-44,Man,United States of America,Doctoral degree,Software Engineer,5-10 years,"300,000-500,000",edX;Fast.ai;Udacity,edX;Fast.ai;Udacity
7577,22-24,Woman,India,Master’s degree,Business Analyst,< 1 years,$0-999,,R;SQL;
7580,45-49,Man,India,Master’s degree,Data Scientist,5-10 years,$0-999,University Courses (resulting in a university degree),R;SQL;University Courses (resulting in a university degree)
7583,55-59,Man,United States of America,Master’s degree,Data Engineer,20+ years,"125,000-149,999",,SQL;C;C++;
